country,region,body,trust_or_site_name,address,postcode
united kingdom,North East and Yorkshire,NHS Leeds CCG,Oakwood Lane Medical Practice,"2 Amberton Terrace, Gipton, Leeds",LS8 3BZ
united kingdom,North East and Yorkshire,NHS Leeds CCG,Priory View Medical Centre,"2a Green Lane, Leeds",LS12 1HU
united kingdom,North East and Yorkshire,NHS Leeds CCG,Shenstone House Surgery,"Elland Road, Churwell, Leeds",LS27 7PX
united kingdom,North East and Yorkshire,NHS Leeds CCG,The Grange Medical Centre,999 York Road ,LS14 6NX
united kingdom,North East and Yorkshire,NHS Leeds CCG,Woodhouse Health Centre,"Woodhouse Health Centre, Cambridge Road, Leeds",LS6 2SF
united kingdom,North East and Yorkshire,NHS Leeds CCG,Yeadon Health Centre,"17 South View Road, Yeadon, Leeds",LS19 7PS
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Birtley Medical Group,"Durham Rd, Birtley",DH3 2QT
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Blaydon Primary Care Centre ,"Shibdon Rd, Blaydon-on-Tyne",NE21 5NW
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Felling Vaccination Centre,"Hight Street, Felling, Gateshead",NE10 9LT
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Newcastle Eagles Basketball,"Eagles Community Arena, Scotswood Rd, Newcastle upon Tyne",NE4 7AF
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Newcastle Racecourse,"Newcastle Racecourse, High Gosforth Park, Newcastle upon Tyne",NE3 5HP
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,Rawling Road,"1 Rawling Road, Bensham, Gateshead",NE8 4QS
united kingdom,North East and Yorkshire,NHS Newcastle and Gateshead CCG,The Bede Centre ,"Old Fold Road, Gateshead",NE10 0DJ
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Brampton Community Centre ,"Union Lane, Brampton, Cumbria",CA8 1BX
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Castlegate and Derwent Surgery ,"Isel Rd, Cockermouth,Cumbria",CA13 9HT
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Flatt Walks Health Centre,"3 Castle Meadows, Whitehaven",CA28 7QE
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Maryport Rugby Club ,"Mealpot Road, Maryport",CA15 6NE
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Morton Branch Surgery,"29 Langrigg road, Carlisle",CA2 6DT
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,North Carlisle Medical Practice,"Eden Street, Carlisle",CA3 9JZ
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Orchard House Surgery,"29 South William Street, Workington",CA14 2ED
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Penrith Hospital,"Penrith Hospital, Bridge Ln, Penrith",CA11 8HX
united kingdom,North East and Yorkshire,NHS North Cumbria CCG,Wigton Community Hospital,"Wigton Community Hospital, Cross Lane, Wigton",CA7 9DD
united kingdom,North East and Yorkshire,NHS North East Lincolnshire CCG,Beacon Medical,"Cleethorpes Primary Care Centre, St Hugh's Ave, Cleethorpes",DN35 8EB
united kingdom,North East and Yorkshire,NHS North East Lincolnshire CCG,Open Door,"Albion Street, Grimsby",DN32 7DL
united kingdom,North East and Yorkshire,NHS North East Lincolnshire CCG,Pilgrim Primary Care Centre,"Pelham Road, Immingham",DN40 1JW
united kingdom,North East and Yorkshire,NHS North East Lincolnshire CCG,Scartho Medical Centre,"Springfield Road, Grimsby",DN33 3JF
united kingdom,North East and Yorkshire,NHS North Kirklees CCG,Dewsbury HC (Wellington Road Car Park Drive Thru),"Dewsbury Health Centre, Wellington Road, Dewsbury",WF13 1HL
united kingdom,North East and Yorkshire,NHS North Kirklees CCG,IMWS Al-Hikmah Centre,"28 Track Road, Batley",WF17 7AA
united kingdom,North East and Yorkshire,NHS North Lincolnshire CCG,Cedar Medical Practice,"The Ironstone Centre, West Street, Scunthorpe",DN15 6HX
united kingdom,North East and Yorkshire,NHS North Lincolnshire CCG,Riverside Surgery,"8 Barnad Avenue, Brigg",DN20 8AS
united kingdom,North East and Yorkshire,NHS North Lincolnshire CCG,South Axholme Practice,"Pinfold Surgery, Station Road, Owston Ferry",DN9 1AW
united kingdom,North East and Yorkshire,NHS North Lincolnshire CCG,The Central Surgery Barton,"Barton King Street, Barton-Upon-Humber",DN18 5ER
united kingdom,North East and Yorkshire,NHS North Tyneside CCG,Langdale Centre,"Langdale Gardens, Wallsend",NE28 0HG
united kingdom,North East and Yorkshire,NHS North Tyneside CCG,Oxford Centre,"Oxford Centre, West Farm Ave, Newcastle",NE12 8LT
united kingdom,North East and Yorkshire,NHS North Tyneside CCG,The Parks Leisure Centre,"Howdon Road, North Shields",NE29 6TL 
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Derwent Practice,"Norton Road, Norton, Malton",YO17 9RF
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Filey Surgery,"Station Avenue, Filey",YO14 9AE
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Ripon Racecourse,"Wakeman Bar, Boroughbridge Road, Ripon",HG4 1UG
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Scarborough Rugby Club,"569 Scalby Road, Scarborough",YO13 0NL
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Tennants Auction House,"Auction Centre, Harmby Rd, Leyburn",DL8 5SG
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,The Forum,"Bullamoor Road, Northallerton",DL6 1LP
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,The Yorkshire Event Centre,"Hall 2, Great Yorkshire Showground, Railway Road, Harrogate",HG2 8NZ
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Wetherby Health Centre (LCH) ,"42 Hallfield Lane, Wetherby",LS22 6RT 
united kingdom,North East and Yorkshire,NHS North Yorkshire CCG,Whitby Pavillion,"West Cliff, Whitby",YO21 3EN
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Alnwick Cricket Club,"Weavers Way, Alnwick, Northumberland",NE66 1BL
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Ashington Cricket Club,"Langwell Crescent, Ashington",NE63 8AB
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Brockwell Medical Group,"Brockwell Centre, Northumbrian Rd, Cramlington",NE23 1XZ
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Coquet Medical Group,"Amble Health Centre, Percy Drive, Amble, Morpeth",NE65 0HD
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Lintonville,"Lintonville Medical Group, Lintonville Terrace, Ashington",NE63 9UT
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Ponteland Medical Group,"White Medical Group, Scots Gap Surgery, Meadowfield Industrial Estate, Ponteland, Newcastle Upon Tyne",NE20 9SD
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Railway Medical Group,"Gatacre Street, Blyth",NE24 1HD
united kingdom,North East and Yorkshire,NHS Northumberland CCG,The Sele Medical Practice,"Corbridge Road, Hexham",NE46 1QJ
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Village Surgery,"Dudley Lane, Manor Walks Shopping Centre, Cramlington",NE23 6US
united kingdom,North East and Yorkshire,NHS Northumberland CCG,Well Close Medical Group,"Well Close Square, Berwick-upon-Tweed",TD15 1LL
united kingdom,North East and Yorkshire,NHS Rotherham CCG,Anston Medical Centre,"15 Quarry Lane, Anston",S25 4DB
united kingdom,North East and Yorkshire,NHS Rotherham CCG,Montgomery Hall,"Church Street, Wath upon Dearne, Rotherham",S63 7RD
united kingdom,North East and Yorkshire,NHS Rotherham CCG,Oak House,"Moorhead Way, Bramley, Rotherham",S66 1YY
united kingdom,North East and Yorkshire,NHS Rotherham CCG,Rawmarsh Customer Service Centre,"Barbers Avenue, Rawmarsh, Rotherham",S62 6AE
united kingdom,North East and Yorkshire,NHS Rotherham CCG,Rotherham Leisure Centre,"Effingham St, Rotherham",S65 1BL
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Bieghton Surgery,"Queens Road, Beighton ",S20 1BJ
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Burncross,"1 Bevan Way, Chapeltown, Sheffield",S35 1RN
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Darnall PCC,"290 Main Rd, Darnall, Sheffield",S9 4QH
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Dore Surgery,"137 Dore Road, Sheffield",S17 3NF
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Fairlawns,"621 Middlewood Road, Sheffield",S6 1TT
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Meadowgreen Health Centre,"1 Dyche Close,Sheffield",S8 8DJ
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Porter Brook Medical Centre,"9 Sunderland Street, Sheffield, South Yorkshire",S11 8HN
united kingdom,North East and Yorkshire,NHS Sheffield CCG,St Columbus Church ,"503, Manchester Rd, Crosspool, Sheffield",S10 5PL
united kingdom,North East and Yorkshire,NHS Sheffield CCG,The Flowers Health Centre,"87 Wincobank Avenue, Sheffield",S5 6AZ
united kingdom,North East and Yorkshire,NHS Sheffield CCG,The Health Care Surgery,"The Health Care Surgery, 63 Palgrave Road, Sheffield",S5 8GS
united kingdom,North East and Yorkshire,NHS Sheffield CCG,The Mathews Practice ,"22 Asline Rd, Highfield, Sheffield",S2 4UJ
united kingdom,North East and Yorkshire,NHS Sheffield CCG,University Health Service Health Centre,"53 Gell St, Broomhall, Sheffield",S3 7QP
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Valley Medical Centre,"11 Johnson St, Stocksbridge, Sheffield",S36 1BX
united kingdom,North East and Yorkshire,NHS Sheffield CCG,Woodhouse Health Centre,"Woodhouse, Health Centre, 5-9 Skelton Lane, Sheffield",S13 7LY
united kingdom,North East and Yorkshire,NHS Sorfolk  Waveney CCG,Manor Park Medical Centre,"204 Harborough Avenue, Sheffield",S2 1QU
united kingdom,North East and Yorkshire,NHS South Tyneside CCG,Cleadon Park Primary Care Centre,"Prince Edward Road, South Shields",NE34 7QD
united kingdom,North East and Yorkshire,NHS South Tyneside CCG,Flagg Court Health Centre,"Dale Street, South Sheilds",NE33 2LS
united kingdom,North East and Yorkshire,NHS South Tyneside CCG,The Glen Primary Care Centre,"12-28 Glen Street, Hebburn",NE31 1NU
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Bunnyhill PCCC,"Hylton Lane, Sunderland",SR5 4BW
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Grindon Lane Primary Care Centre,"Grindon Lane, Sunderland",SR3 4EN
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Houghton Primary Care Centre,"Brinkburn Crescent, Houghton-le-Spring, Tyne And Wear",DH4 5HB
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Millfield Medical Group,"63-83 Hylton Road, Millfield",SR4 7AF
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Riverview Health Centre,"Borough Road, Sunderland",SR1 2HJ
united kingdom,North East and Yorkshire,NHS Sunderland CCG,Washington PCC,"Parkway, Washington",NE38 7QZ
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Feethams House,"Feethams, Darlington",DL1 5RD
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Hartlepool Town Hall ,"Town Hall, Raby Road",TS24 8AH 
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Low Grange Health Village,"Normanby Road, South Bank, Middlesbrough,",TS6 6TD
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Marsh House Medical Practice,"Finchale Avenue, Billingham",TS23 2DG
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,North Ormesby Branch - Linthorpe Surgery,"1 Trinity Mews, Middlesbrough",TS3 6AL
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Redcar Primary Care Hospital,"West Dyke Road, Redcar",TS10 4NW
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Riverside Medical Practice,"Alma Street, Stockton-on-Tees",TS18 2AP
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,The Garth,"Rectory Lane, Guisborough",TS14 7DJ
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Thornaby & Barwick Medical Group,"Barwick Medical Centre, Lowfields Avenue, Ingleby Barwick",TS17 0RJ
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Thorntree Surgery,"11 Beresford Crescent,  Middlesbrough",TS3 9NB
united kingdom,North East and Yorkshire,NHS Tees Valley CCG,Victoria Medical Centre,"The Health Centre, Victoria Road, Hartlepool",TS26 8DF
united kingdom,North East and Yorkshire,NHS Tees Valley CCG ,One Life ,"One Life Hartlepool, Park Road, Hartlepool,",TS24 7PW
united kingdom,North East and Yorkshire,NHS Tees Valley CCG ,Queens Park Medical Centre ,"Queen's Park, Farrer Street, Stockton",TS18 2AW
united kingdom,North East and Yorkshire,NHS Vale of York CCG,Haxby Health Centre,"Haxby and Wigginton Healthcentre, 2 The Village, Wigginton, York",YO32 2LL
united kingdom,North East and Yorkshire,NHS Vale of York CCG,Nimbuscare Mass Vaccination Hub ,"Tadcaster Road, York",YO24 1LW
united kingdom,North East and Yorkshire,NHS Vale of York CCG,Pickering Medical Practice,"Southgate, Pickering",YO18 8BL
united kingdom,North East and Yorkshire,NHS Vale of York CCG,Selby Leisure Centre,"Selby Leisure Centre, Scott Road, Selby",YO8 4BL
united kingdom,North East and Yorkshire,NHS Vale of York CCG,Tadcaster Health Centre,"Crab Garth, Tadcaster",LS24 8HD
united kingdom,North East and Yorkshire,NHS Vale of York CCG,The Galtres Centre,"Market Place, Easingwold",YO61 3AD
united kingdom,North East and Yorkshire,NHS Wakefield CCG,Castleford Civic Centre,"Ferrybridge Road, Castleford",WF10 4JH
united kingdom,North East and Yorkshire,NHS Wakefield CCG,Church View Health Centre,"Langthwaite Rd, South Kirkby, Pontefract",WF9 3AP
united kingdom,North East and Yorkshire,NHS Wakefield CCG,King's Medical Practice,King Edward St Normanton,WF6 2AZ
united kingdom,North East and Yorkshire,NHS Wakefield CCG,Sandal RUFC,"Standbridge Lane, Sandal, Wakefield",WF2 7DY
united kingdom,North East and Yorkshire,NHS Wakefield CCG,St Swithun's Community Centre,"Arncliffe Road, Wakefield",WF1 4RR
united kingdom,North West,NHS Blackburn with Darwen CCG,Barabara Castle Way Health Centre,"Simmons Street, Blackburn",BB2 1AX
united kingdom,North West,NHS Blackburn with Darwen CCG,Darwen Health Centre,"Darwen Health Centre, James St W, Darwen",BB3 1PY
united kingdom,North West,NHS Blackpool CCG,Gorton Street Medical Practice,"Gorton Street, Blackpool",FY1 3JW
united kingdom,North West,NHS Blackpool CCG,South Shore Primary Care Centre,"Lytham Road, Blackpool",FY4 1TJ
united kingdom,North West,NHS Blackpool CCG,Whitegate Health Centre,150 Whitegate Drive Blackpool,FY3 9ES
united kingdom,North West,NHS Bolton CCG,Avondale Health Centre,"Avondale St, Bolton",BL1 4JP
united kingdom,North West,NHS Bolton CCG,Breightmet Health Centre,"Breightmet Fold Ln,  Breightmet, Bolton",BL2 6NT
united kingdom,North West,NHS Bolton CCG,Kildonan House,"Kildonan House, Ramsbottom Road, Horwich, Bolton",BL6 5NW
united kingdom,North West,NHS Bolton CCG,Lever Chambers ,"27 Ashburner St, Bolton",BL1 1SQ
united kingdom,North West,NHS Bolton CCG,Peter House Surgery,"Captain Lees Road, Westhoughton, Bolton",BL5 3UB
united kingdom,North West,NHS Bolton CCG,Tonge Moor Health Centre,"Thicketford Rd, Bolton",BL2 2LW
united kingdom,North West,NHS Bolton CCG,Waters Meeting Health Centre,"95 Waters Meeting Road, Bolton",BL1 8TT
united kingdom,North West,NHS Bury CCG,Bealeys Community Hospital,"Dumers Ln, Radcliffe, Bury",M26 2QD
united kingdom,North West,NHS Bury CCG,Elizabethan Suite,"Bury Town Hall, Knowsley Street, Bury",BL9 0SW
united kingdom,North West,NHS Bury CCG,Prestwich Walk in Centre,"Fairfax Road, Prestwich",M25 1BT
united kingdom,North West,NHS Bury CCG,Ramsbottom Civic Hall,"Market Pl, Ramsbottom, Bury",BL0 9AJ
united kingdom,North West,NHS Cheshire CCG,Civic Centre,"Off Park Lane, Poynton, Stockport ",SK12 1GP
united kingdom,North West,NHS Cheshire CCG,Ellesmere Port Civic Hall,"Civic Way, Ellesmere Port",CH65 0AZ
united kingdom,North West,NHS Cheshire CCG,Frodsham Leisure Centre,"Frodsham Leisure Centre, Princeway, Frodsham",WA6 6RX
united kingdom,North West,NHS Cheshire CCG,Site 1 - Victoria Hall,"Civic Way, Middlewich",CW10 9AS
united kingdom,North West,NHS Cheshire CCG,St Columba:  ,"Plas Newton Lane, Chester",CH2 1PL
united kingdom,North West,NHS Cheshire CCG,Waters Green Medical Centre,"Waters Green Medical Centre, Sunderland Street, Macclesfield, Cheshire",SK11 6JL
united kingdom,North West,NHS Cheshire CCG ,Dene Drive Primary Care Centre ,"Dene Drive Primary Care Centre, Dene Drive, Winsford",CW7 1AT
united kingdom,North West,NHS Chorley and South Ribble CCG,Buckshaw Village Surgery,"Unity Place, Buckshaw Village, Chorley",PR7 7HZ
united kingdom,North West,NHS Chorley and South Ribble CCG,Chorley Surgery,"24-26 Gillibrand Street, Chorley",PR7 2EJ
united kingdom,North West,NHS Chorley and South Ribble CCG,Geoffrey Street Health Centre,"Geoffrey Street, Preston", PR1 5NE
united kingdom,North West,NHS Chorley and South Ribble CCG,The Ryan Medical Centre,"St Mary's Road, Preston,",PR5 6JD
united kingdom,North West,NHS East Lancashire CCG,Acorn Primary Health Care Centre,"421 Blackburn Road, Accrington",BB5 1RT
united kingdom,North West,NHS East Lancashire CCG,Clitheroe Health Centre,"Clitheroe Health Centre, Railway View Road, Clitheroe,",BB7 2JG
united kingdom,North West,NHS East Lancashire CCG,Colne Health Centre Pharmacy,"Colne Health Centre, Craddock Road, Colne",BB8 0JZ
united kingdom,North West,NHS East Lancashire CCG,Rawtenstall Primary Health Care Centre - Rawtenstall,"Rawtenstall Primary Health Care Centre, Bacup Road, Rawtenstall, Rossendale",BB4 7PL
united kingdom,North West,NHS East Lancashire CCG,St Peter's Centre,"Church Street, Burnley",BB11 2DL
united kingdom,North West,NHS East Lancashire CCG,Yarnspinners PHCC,"Carr Road, Nelson,", BB9 7SR
united kingdom,North West,NHS Fylde and Wyre CCG,Garstang Medical Practice,"Garstang Medical Practice, Kepple Lane, Garstang, Preston",PR3 1PB
united kingdom,North West,NHS Fylde and Wyre CCG,Little Thornton Theatre,"Fleetwood Road N, Thornton Cleveleys",FY5 3SZ
united kingdom,North West,NHS Fylde and Wyre CCG,Lockwood GP Surgery,"Lockwood GP Surgery, Civic Centre, Breck Road, Poulton-Le-Fylde",FY6 7PU
united kingdom,North West,NHS Fylde and Wyre CCG,Lytham PCC,Victoria St Lytham,FY8 5DZ
united kingdom,North West,NHS Fylde and Wyre CCG,Over Wyre Medical Centre,"Over Wyre Medical Centre, Wilkinson Way, Preesall, Poulton-Le-Fylde, Lancashire",FY6 0FA
united kingdom,North West,NHS Greater Preston CCG,ISSA Medical Centre,"73 St Gregory Rd, Preston",PR1 6YA
united kingdom,North West,NHS Greater Preston CCG,Penwortham Cricket Club,Leyland Road ,PR1 9QE
united kingdom,North West,NHS Halton CCG,DCBL Stadium,"Lower House Lane, Widnes",WA8 7DZ
united kingdom,North West,NHS Halton CCG,The Brindley,"High Street, Runcorn",WA7 1BG
united kingdom,North West,"NHS Heywood, Middleton and Rochdale CCG",Littleborough Sports Centre,"Calderbrook Rd, Littleborough",OL15 9JN
united kingdom,North West,"NHS Heywood, Middleton and Rochdale CCG",Number 1 Riverside,"Smith Street, Rochdale",OL16 1XU
united kingdom,North West,"NHS Heywood, Middleton and Rochdale CCG",Phoenix Centre,"Phoenix Centre, Church Street, Heywood",OL10 1LR
united kingdom,North West,NHS Knowsley CCG,Huyton One Stop Shop,"Knowsley Metropolitan Borough Council, Huyton",L36 9UX
united kingdom,North West,NHS Knowsley CCG,One Stop Shop - Kirkby,"The Kirkby Centre, Norwich Way, Kirkby",L32 8XY
united kingdom,North West,NHS Liverpool CCG,Aintree Community Centre,"Oriel Drive, Aintree, Liverpool",L10 6NJ
united kingdom,North West,NHS Liverpool CCG,Bousfield Surgery,"Westminster Road, Kirkdale, Liverpool",L4 4PP
united kingdom,North West,NHS Liverpool CCG,Dunstan Village,"Dunstan Village, Earle Rd",L7 6HD
united kingdom,North West,NHS Liverpool CCG,Kensington Park General Practice (Kensington Portakabin),"Jubilee Sports Bank, Jubilee Drive, Kensington, Liverpool",L7 8SJ
united kingdom,North West,NHS Liverpool CCG,Lee Jones Community Centre,"Limekiln Lane, Liverpool",",L5 8SN"
united kingdom,North West,NHS Liverpool CCG,Mere Lane Health Centre,"Mere Lane Health Centre, 49-51 Mere Lane",L5 0QW
united kingdom,North West,NHS Liverpool CCG,Parkview Medical Centre,"Orphan Drive, Tuebrook, Liverpool",L6 7UN
united kingdom,North West,NHS Liverpool CCG,Townsend Health Centre,"98 Townsend Lane, Anfield, Liverpool",L6 0AY
united kingdom,North West,NHS Liverpool CCG,Valley Medical Centre,"75 Hartsbourne Avenue, Liverpool",L25 1RY
united kingdom,North West,NHS Liverpool CCG,West Derby Medical Centre,"3 Winterburn Crescent, Liverpool",L12 8TQ
united kingdom,North West,NHS Manchester CCG,Chancellor's Hotel,"Chancellor's Way, Moseley Road, Fallowfield, Manchester",M14 6NN
united kingdom,North West,NHS Manchester CCG,Jain Community Centre,"Jain Community Centre, 667/669 Stockport Road",M12 4QE
united kingdom,North West,NHS Manchester CCG,Plant Hill Clinic,"Plant Hill Road, Blackley, Manchester",M9 8LX
united kingdom,North West,NHS Manchester CCG,The Grange Community Centre,"Pilgrim Drive,Beswick. Manchester",M11 3TQ
united kingdom,North West,NHS Manchester CCG,The Irish Community Centre,"Irish World Heritage Centre,1 Irish Town Way, Cheetham Hill, Manchester ",M8 0AE
united kingdom,North West,NHS Manchester CCG,The Vallance Centre,"Vallance Centre, Wadeson Road",M13 9UJ
united kingdom,North West,NHS Manchester CCG,Woodhouse Park Lifestyle Centre,"206 Portway, Wytrhenshawe, Manchester",M22 1QW
united kingdom,North West,NHS Morecambe Bay CCG,Alfred Barrow Health Centre ,"Duke Stree, Barrow - in Furness",LA14 2LB
united kingdom,North West,NHS Morecambe Bay CCG,Captain French Surgery,"The Gillinggate Centre, Gillinggate, Kendal",LA9 4JE
united kingdom,North West,NHS Morecambe Bay CCG,"Health Innovation Centre, Lancaster Uni","Universtity Campus, Bailrigg, Lancaster",LA1 4YW
united kingdom,North West,NHS Morecambe Bay CCG,Ulverston Community Health Centre,"Stanley Street, Ulverston, Cumbria",LA12 7BT
united kingdom,North West,NHS Morecambe Bay CCG,Waterloo House Surgery ,"Lapstone Road, Millom",LA18 4BY
united kingdom,North West,NHS Morecambe Bay CCG ,Lunesdale Surgery ,"Wellington Court, Kirkby Lonsdale, Carnforth, Lancs,",LA6 2HQ
united kingdom,North West,NHS Morecambe Bay CCG ,"Morecambe Football Club, Mazuma Arena","Mazuma Arena, Christie Way, Westgate, Morecambe",LA4 4TB
united kingdom,North West,NHS Oldham CCG,Barley Clough Medical Centre,"Nugget Street, Oldham",OL4 1BN
united kingdom,North West,NHS Oldham CCG,Fields New Road Primary Care Centre,"CH Medical, Fields New Road Primary Care Centre, Fields New Road, Chadderton, Oldham",OL9 8NH
united kingdom,North West,NHS Oldham CCG,ICC ,"Oldham Integrated Care Centre, New Radcliffe St, Oldham",OL1 1NL
united kingdom,North West,NHS Oldham CCG,Kepple Building ,"Ashton Road West, Failsworth, Oldham, Greater Manchester",M35 0AD
united kingdom,North West,NHS Oldham CCG,"Pike Medical Practice, Market Street, Mossley, Tameside","George Lawton Hall, Stamford Street, Mossley",OL5 0HR
united kingdom,North West,NHS Oldham CCG,Royton Health and Well Being Centre,"Park Street, Royton, Oldham OL2 6QW",OL2 6QW
united kingdom,North West,NHS Salford CCG,Clarendon Leisure Centre,"Liverpool Street, Salford",M5 4HU
united kingdom,North West,NHS Salford CCG,Eccles Recreation / Leisure Centre,"Barton lane, Manchester",M30 0DD
united kingdom,North West,NHS Salford CCG,Irlam and Cadishead Recreation / Leisure Centre,"243 Liverpool Road, Irlam, Manchester",M44 6BR
united kingdom,North West,NHS Salford CCG,Little Hulton Medical Centre,"Longshaw Drive, Worsley, Manchester",M28 0BB
united kingdom,North West,NHS South Sefton CCG,Maghull Town Hall,"Hall Lane, Maghull",L31 7BB
united kingdom,North West,NHS South Sefton CCG,North Park  Health Centre ,290 Knowsley Road ,L20 5DQ
united kingdom,North West,NHS Southport and Formby CCG,Southport Centre for Health Wellbeing,"44-46 Houghton Street, Southport",PR9 0PQ
united kingdom,North West,NHS St Helens CCG,"Totally Wicked Stadium, St Helens RLFC","The Totally Wicked Stadium, McManus Drive, St Helens",WA9 3AL
united kingdom,North West,NHS Stockport CCG,Hazel Grove Baptist Church,"Station St, Hazel Grove",SK7 4EX
united kingdom,North West,NHS Stockport CCG,Lowfield Surgery,"5 Lowfield Road, Stockport",SK2 6RW
united kingdom,North West,NHS Stockport CCG,"Manchester Rugby Club, Cheadle Hulme","Grove Park, Grove Ln, Cheadle Hulme, Stockport",SK8 7NB
united kingdom,North West,NHS Stockport CCG,South Reddish Medical Centre,"South Reddish Medical Centre, Reddish Road, South Reddish, Stockport",SK5 7QU
united kingdom,North West,NHS Tameside and Glossop CCG,Denton Festival Hall,"Denton Festival Hall, Peel Street, Denton",M34 3JY
united kingdom,North West,NHS Tameside and Glossop CCG,Glossop Cricket  & Bowling Club,North Road Glossop SK13 7AS,SK13 7AS
united kingdom,North West,NHS Tameside and Glossop CCG,Hyde Leisure Centre,"Active Tameside, Walker Lane, Hyde",SK14 5PL
united kingdom,North West,NHS Tameside and Glossop CCG,Stamford House,"Hyde Leisure Pool, Active Hyde, Walker Lane, Hyde",SK14 5PL
united kingdom,North West,NHS Trafford CCG,Altrinham Health and Wellbeing Hub,"Altrinham Health and Wellbeing Centre, 31-33 Market Street, Altringham",WA14 1RZ
united kingdom,North West,NHS Trafford CCG,Davyhulme Medical Centre ,"130 Broadway, Davyhulme, Urmston, M41",M41 7WJ
united kingdom,North West,NHS Trafford CCG,Delamere Medical Practice,"Delamere Centre, Delamere Avenue, Stretford, Manchester",M32 0DF
united kingdom,North West,NHS Trafford CCG,Life Centre,"235 Washway Road, Sale",M33 4BP
united kingdom,North West,NHS Trafford CCG,Partington Health Centre," Partington Health Centre, Central Road, Partington",M31 4FY
united kingdom,North West,NHS Trafford CCG,Shay Lane Medical Centre,"13 Shay Lane, Hale Barns, Altrincham",WA15 8NZ
united kingdom,North West,NHS Warrington CCG,Orford Jubilee Hub,"Jubilee Way, Warrington",WA2 8HE
united kingdom,North West,NHS Warrington CCG,"West Stand , Halliwell Jones Stadium",Mike Gregory Way,WA27NE
united kingdom,North West,NHS West Lancashire CCG,Birleywood Health Centre,"Birleywood Health Centre, Birleywood, Digmoor, Skelmersdale",WN8 9BW
united kingdom,North West,NHS West Lancashire CCG,Burscough Health Centre ,"Stanley Court, Burscough",L40 4LA
united kingdom,North West,NHS West Lancashire CCG,Hants Lane Clinic,"Hants Lane, Ormskirk",L39 1PX
united kingdom,North West,NHS Wigan Borough CCG,Golborne Parkside Sports & Community Club,"Golborne Parkside sports & Community Club, Hugo Johnson Playing Fields, Rivington Ave, Golborne",WA3 3HG
united kingdom,North West,NHS Wigan Borough CCG,Leigh Leisure Centre,"Leigh Campus Sale Way, Leigh Sports Village, Leigh",WN7 4JY
united kingdom,North West,NHS Wigan Borough CCG,Robin Park Leisure Centre,"Loire Drive, Newton, Wigan",WN5 0UL
